,ticker,volume_threshold(%),change_threshold(%),holding_days,start_date,end_date,total_trades,avg_return(%),cumulative_return(%),buy_hold_return(%),max_drawdown(%),CAGR(%),calmer_ratio,wining_trades,win_rate(%),avg_wining_return(%),five_best_wining_return,losing_trades,lose_rate(%),avg_losing_return(%),five_worst_losing_return
0,SOL-USD,10,1,1,2020-04-10,2024-12-23,306,1.15,1088.07,19873.68,-96.63,208.14,2.15,163,53.27,6.57,"[35.86, 32.59, 30.3, 25.6, 24.65]",141,46.08,-5.1,"[-37.2, -32.56, -24.8, -20.12, -13.25]"
1,SOL-USD,10,1,2,2020-04-10,2024-12-23,225,2.31,4761.4,19873.68,-96.63,208.14,2.15,117,52.0,9.76,"[45.91, 43.04, 42.4, 37.06, 32.02]",106,47.11,-5.86,"[-33.08, -30.0, -24.03, -19.98, -17.76]"
2,SOL-USD,10,1,3,2020-04-10,2024-12-23,181,3.4,10003.91,19873.68,-96.63,208.14,2.15,107,59.12,10.91,"[46.41, 42.4, 41.2, 39.07, 37.61]",74,40.88,-7.47,"[-44.81, -27.23, -25.61, -25.57, -24.81]"
3,SOL-USD,10,1,4,2020-04-10,2024-12-23,159,4.43,22072.37,19873.68,-96.63,208.14,2.15,98,61.64,12.69,"[46.76, 43.04, 41.88, 41.63, 38.82]",58,36.48,-9.29,"[-30.08, -28.51, -21.73, -21.49, -20.81]"
4,SOL-USD,10,1,5,2020-04-10,2024-12-23,139,5.15,13118.06,19873.68,-96.63,208.14,2.15,88,63.31,14.54,"[61.6, 60.2, 49.32, 49.07, 48.05]",51,36.69,-11.07,"[-58.73, -45.61, -32.56, -20.35, -20.29]"
5,SOL-USD,10,1,6,2020-04-10,2024-12-23,130,6.24,24064.88,19873.68,-96.63,208.14,2.15,75,57.69,18.41,"[81.63, 70.59, 69.34, 62.09, 56.94]",55,42.31,-10.37,"[-47.66, -33.64, -28.23, -27.55, -24.03]"
6,SOL-USD,10,1,7,2020-04-10,2024-12-23,114,7.25,34025.55,19873.68,-96.63,208.14,2.15,73,64.04,17.63,"[75.36, 70.14, 66.4, 63.82, 59.71]",41,35.96,-11.22,"[-51.66, -47.69, -33.56, -29.95, -28.69]"
7,SOL-USD,10,1,8,2020-04-10,2024-12-23,109,7.46,27390.62,19873.68,-96.63,208.14,2.15,64,58.72,19.92,"[94.61, 72.11, 64.66, 54.3, 42.43]",45,41.28,-10.25,"[-56.96, -33.73, -31.25, -29.98, -28.97]"
8,SOL-USD,10,1,9,2020-04-10,2024-12-23,100,8.18,19477.46,19873.68,-96.63,208.14,2.15,60,60.0,21.98,"[95.26, 84.69, 74.95, 72.45, 62.17]",40,40.0,-12.51,"[-61.04, -36.44, -27.65, -27.11, -26.91]"
9,SOL-USD,10,1,10,2020-04-10,2024-12-23,95,8.62,21606.72,19873.68,-96.63,208.14,2.15,52,54.74,25.26,"[88.62, 75.52, 68.66, 64.98, 61.18]",42,44.21,-11.78,"[-58.56, -29.32, -26.93, -25.81, -25.17]"
10,SOL-USD,10,1,11,2020-04-10,2024-12-23,88,8.89,12803.32,19873.68,-96.63,208.14,2.15,52,59.09,24.2,"[118.24, 111.84, 80.54, 63.97, 62.01]",36,40.91,-13.23,"[-61.14, -28.86, -27.55, -25.0, -25.0]"
11,SOL-USD,10,1,12,2020-04-10,2024-12-23,86,9.94,17345.54,19873.68,-96.63,208.14,2.15,46,53.49,30.67,"[123.03, 116.87, 77.55, 71.19, 65.59]",40,46.51,-13.9,"[-38.47, -32.46, -30.84, -29.64, -28.06]"
12,SOL-USD,10,1,13,2020-04-10,2024-12-23,83,9.19,7101.27,19873.68,-96.63,208.14,2.15,42,50.6,31.83,"[128.29, 83.62, 81.08, 79.81, 68.22]",41,49.4,-13.99,"[-41.99, -35.79, -33.27, -30.62, -29.08]"
13,SOL-USD,10,1,14,2020-04-10,2024-12-23,80,9.82,10088.27,19873.68,-96.63,208.14,2.15,47,58.75,27.75,"[116.17, 97.6, 94.75, 86.2, 85.12]",33,41.25,-15.71,"[-39.41, -35.53, -33.91, -28.06, -25.64]"
14,SOL-USD,10,1,15,2020-04-10,2024-12-23,73,13.12,30608.8,19873.68,-96.63,208.14,2.15,41,56.16,34.68,"[145.45, 113.6, 110.71, 87.5, 76.71]",32,43.84,-14.5,"[-54.95, -30.47, -30.12, -29.43, -28.14]"
15,SOL-USD,10,1,16,2020-04-10,2024-12-23,69,15.29,42353.09,19873.68,-96.63,208.14,2.15,37,53.62,41.68,"[150.4, 137.48, 131.48, 107.61, 84.54]",32,46.38,-15.23,"[-42.86, -35.69, -34.87, -34.34, -30.22]"
16,SOL-USD,10,1,17,2020-04-10,2024-12-23,65,18.12,74000.21,19873.68,-96.63,208.14,2.15,38,58.46,43.45,"[149.19, 146.25, 140.13, 138.66, 106.52]",27,41.54,-17.53,"[-47.22, -42.57, -38.63, -33.53, -30.88]"
17,SOL-USD,10,1,18,2020-04-10,2024-12-23,63,15.59,19520.35,19873.68,-96.63,208.14,2.15,35,55.56,41.92,"[150.0, 141.66, 126.71, 109.41, 91.57]",28,44.44,-17.32,"[-53.01, -35.27, -33.59, -29.04, -28.69]"
18,SOL-USD,10,1,19,2020-04-10,2024-12-23,61,15.4,14962.97,19873.68,-96.63,208.14,2.15,31,50.82,46.1,"[147.34, 135.95, 118.54, 109.41, 95.72]",29,47.54,-16.88,"[-57.47, -37.11, -32.74, -27.85, -27.84]"
19,SOL-USD,10,1,20,2020-04-10,2024-12-23,60,16.96,31160.21,19873.68,-96.63,208.14,2.15,33,55.0,44.41,"[185.36, 136.22, 115.0, 95.29, 87.2]",27,45.0,-16.6,"[-54.75, -37.13, -35.93, -29.34, -26.51]"
20,SOL-USD,10,1,21,2020-04-10,2024-12-23,57,17.67,25816.98,19873.68,-96.63,208.14,2.15,30,52.63,46.86,"[226.53, 188.43, 91.09, 90.88, 72.89]",27,47.37,-14.76,"[-53.78, -39.66, -32.48, -31.45, -26.23]"
21,SOL-USD,10,1,22,2020-04-10,2024-12-23,57,17.1,13705.75,19873.68,-96.63,208.14,2.15,30,52.63,47.62,"[228.27, 209.89, 83.91, 81.45, 78.46]",27,47.37,-16.81,"[-53.81, -39.69, -39.24, -34.53, -27.07]"
22,SOL-USD,10,1,23,2020-04-10,2024-12-23,56,18.41,23315.59,19873.68,-96.63,208.14,2.15,32,57.14,45.91,"[216.48, 162.24, 118.54, 105.75, 83.33]",24,42.86,-18.25,"[-55.91, -38.76, -35.02, -34.23, -30.01]"
23,SOL-USD,10,1,24,2020-04-10,2024-12-23,53,21.11,35182.92,19873.68,-96.63,208.14,2.15,27,50.94,57.29,"[255.42, 157.87, 114.34, 100.9, 87.29]",26,49.06,-16.46,"[-57.18, -42.7, -36.04, -32.49, -26.72]"
24,SOL-USD,10,1,25,2020-04-10,2024-12-23,53,20.96,34760.21,19873.68,-96.63,208.14,2.15,30,56.6,50.95,"[250.14, 132.66, 114.95, 106.98, 101.92]",23,43.4,-18.15,"[-58.47, -41.7, -37.97, -30.77, -28.54]"
25,SOL-USD,10,1,26,2020-04-10,2024-12-23,52,19.26,15780.64,19873.68,-96.63,208.14,2.15,29,55.77,49.47,"[186.51, 142.64, 134.52, 111.38, 97.16]",23,44.23,-18.84,"[-60.41, -42.37, -40.51, -28.8, -27.86]"
26,SOL-USD,10,1,27,2020-04-10,2024-12-23,50,24.04,37744.26,19873.68,-96.63,208.14,2.15,26,52.0,61.18,"[283.67, 199.73, 163.62, 141.21, 138.82]",24,48.0,-16.2,"[-61.7, -36.45, -28.57, -23.61, -22.8]"
27,SOL-USD,10,1,28,2020-04-10,2024-12-23,49,26.19,70415.04,19873.68,-96.63,208.14,2.15,27,55.1,59.72,"[290.54, 247.96, 172.5, 143.42, 119.35]",22,44.9,-14.97,"[-59.79, -40.93, -29.83, -25.74, -21.51]"
28,SOL-USD,10,1,29,2020-04-10,2024-12-23,47,23.64,67009.64,19873.68,-96.63,208.14,2.15,28,59.57,50.72,"[195.92, 158.72, 137.03, 131.94, 112.94]",18,38.3,-17.18,"[-53.62, -41.83, -27.22, -19.53, -19.41]"
29,SOL-USD,10,1,30,2020-04-10,2024-12-23,46,24.75,82049.64,19873.68,-96.63,208.14,2.15,28,60.87,50.31,"[227.55, 173.27, 155.35, 117.9, 117.28]",18,39.13,-15.01,"[-52.88, -40.14, -18.04, -17.84, -17.04]"
30,SOL-USD,10,1,31,2020-04-10,2024-12-23,44,24.11,35394.76,19873.68,-96.63,208.14,2.15,24,54.55,57.69,"[177.08, 160.8, 160.59, 141.33, 115.18]",19,43.18,-17.04,"[-54.56, -44.45, -36.5, -25.25, -23.15]"
31,SOL-USD,10,1,32,2020-04-10,2024-12-23,44,24.12,17888.13,19873.68,-96.63,208.14,2.15,23,52.27,64.58,"[192.56, 173.48, 143.62, 135.08, 119.75]",21,47.73,-20.18,"[-54.23, -49.35, -36.2, -33.78, -26.43]"
32,SOL-USD,10,1,33,2020-04-10,2024-12-23,43,27.64,23771.68,19873.68,-96.63,208.14,2.15,21,48.84,78.03,"[203.32, 200.26, 184.41, 143.99, 140.54]",22,51.16,-20.47,"[-54.36, -53.96, -40.77, -30.22, -27.44]"
33,SOL-USD,10,1,34,2020-04-10,2024-12-23,41,29.07,27185.53,19873.68,-96.63,208.14,2.15,23,56.1,70.26,"[254.96, 253.78, 156.01, 115.91, 91.25]",18,43.9,-23.55,"[-57.78, -56.69, -34.07, -32.37, -28.88]"
34,SOL-USD,10,1,35,2020-04-10,2024-12-23,40,32.52,44923.63,19873.68,-96.63,208.14,2.15,22,55.0,77.68,"[309.53, 304.32, 126.94, 117.5, 106.82]",18,45.0,-22.68,"[-56.79, -55.5, -32.69, -32.51, -32.18]"
35,SOL-USD,10,1,36,2020-04-10,2024-12-23,38,34.38,53409.76,19873.68,-96.63,208.14,2.15,22,57.89,78.96,"[277.3, 189.81, 182.95, 128.03, 125.0]",16,42.11,-26.91,"[-54.36, -48.35, -41.25, -34.57, -34.54]"
36,SOL-USD,10,1,37,2020-04-10,2024-12-23,37,34.8,45650.44,19873.68,-96.63,208.14,2.15,22,59.46,76.84,"[281.62, 230.92, 200.47, 133.75, 95.92]",15,40.54,-26.86,"[-56.43, -55.08, -40.64, -33.91, -32.33]"
37,SOL-USD,10,1,38,2020-04-10,2024-12-23,37,37.36,53130.36,19873.68,-96.63,208.14,2.15,22,59.46,80.56,"[370.13, 254.05, 184.58, 160.0, 94.05]",15,40.54,-26.0,"[-55.66, -53.96, -38.06, -37.99, -36.33]"
38,SOL-USD,10,1,39,2020-04-10,2024-12-23,36,38.39,40020.91,19873.68,-96.63,208.14,2.15,20,55.56,87.64,"[339.47, 264.71, 254.88, 187.94, 103.89]",16,44.44,-23.18,"[-57.01, -52.36, -40.08, -38.71, -35.84]"
39,SOL-USD,10,1,40,2020-04-10,2024-12-23,36,43.18,36835.42,19873.68,-96.63,208.14,2.15,20,55.56,97.88,"[392.93, 315.25, 291.76, 231.84, 179.8]",16,44.44,-25.2,"[-55.66, -48.72, -45.21, -40.84, -39.19]"
40,SOL-USD,10,1,41,2020-04-10,2024-12-23,33,42.6,26462.53,19873.68,-96.63,208.14,2.15,20,60.61,89.08,"[401.09, 307.51, 241.18, 152.83, 147.1]",13,39.39,-28.91,"[-55.3, -46.95, -43.0, -39.0, -38.76]"
41,SOL-USD,10,1,42,2020-04-10,2024-12-23,33,39.07,18401.66,19873.68,-96.63,208.14,2.15,20,60.61,82.57,"[317.09, 304.63, 277.65, 129.61, 127.64]",13,39.39,-27.85,"[-53.81, -45.9, -44.03, -35.67, -33.99]"
42,SOL-USD,10,1,43,2020-04-10,2024-12-23,33,40.03,22052.76,19873.68,-96.63,208.14,2.15,19,57.58,86.02,"[381.22, 310.19, 245.88, 142.66, 120.8]",14,42.42,-22.39,"[-56.3, -48.9, -36.46, -33.43, -30.23]"
43,SOL-USD,10,1,44,2020-04-10,2024-12-23,32,41.74,22199.52,19873.68,-96.63,208.14,2.15,18,56.25,90.75,"[450.64, 255.29, 201.07, 170.02, 147.08]",14,43.75,-21.26,"[-55.75, -48.8, -42.82, -28.65, -28.24]"
44,SOL-USD,10,1,45,2020-04-10,2024-12-23,32,41.54,23121.22,19873.68,-96.63,208.14,2.15,18,56.25,89.79,"[422.58, 290.59, 191.29, 169.45, 147.04]",14,43.75,-20.49,"[-56.11, -46.05, -36.78, -32.3, -24.66]"
45,SOL-USD,10,1,46,2020-04-10,2024-12-23,31,44.21,22903.45,19873.68,-96.63,208.14,2.15,17,54.84,100.02,"[433.7, 292.94, 189.28, 169.64, 149.37]",14,45.16,-23.56,"[-56.11, -47.68, -38.1, -36.6, -31.74]"
46,SOL-USD,10,1,47,2020-04-10,2024-12-23,31,48.43,39919.49,19873.68,-96.63,208.14,2.15,17,54.84,108.04,"[517.51, 283.53, 205.36, 171.92, 142.05]",14,45.16,-23.95,"[-56.59, -44.07, -40.98, -34.68, -27.92]"
47,SOL-USD,10,1,48,2020-04-10,2024-12-23,30,52.73,37330.59,19873.68,-96.63,208.14,2.15,16,53.33,120.18,"[550.45, 318.82, 197.12, 183.11, 172.99]",14,46.67,-24.37,"[-55.79, -50.88, -38.33, -32.58, -30.87]"
48,SOL-USD,10,1,49,2020-04-10,2024-12-23,29,59.69,47338.82,19873.68,-96.63,208.14,2.15,16,55.17,129.41,"[617.66, 335.29, 199.43, 189.04, 173.41]",13,44.83,-26.11,"[-61.79, -50.23, -47.09, -36.75, -27.31]"
49,SOL-USD,10,1,50,2020-04-10,2024-12-23,29,60.48,36741.29,19873.68,-96.63,208.14,2.15,16,55.17,132.31,"[606.99, 368.63, 225.0, 194.05, 186.87]",13,44.83,-27.93,"[-61.07, -60.46, -49.27, -44.64, -30.13]"
50,SOL-USD,20,1,1,2020-04-10,2024-12-23,271,1.28,1066.97,19873.68,-96.63,208.14,2.15,145,53.51,6.88,"[35.86, 32.59, 30.3, 25.6, 24.65]",125,46.13,-5.21,"[-37.2, -32.56, -24.8, -20.12, -13.25]"
51,SOL-USD,20,1,2,2020-04-10,2024-12-23,200,2.31,2783.84,19873.68,-96.63,208.14,2.15,105,52.5,9.96,"[45.91, 43.04, 42.4, 37.06, 32.02]",93,46.5,-6.28,"[-33.08, -30.0, -24.03, -19.98, -17.76]"
52,SOL-USD,20,1,3,2020-04-10,2024-12-23,161,3.77,10029.5,19873.68,-96.63,208.14,2.15,100,62.11,10.96,"[46.41, 42.4, 41.2, 37.61, 35.33]",61,37.89,-8.01,"[-44.81, -27.23, -25.61, -25.57, -24.81]"
53,SOL-USD,20,1,4,2020-04-10,2024-12-23,140,5.06,26091.49,19873.68,-96.63,208.14,2.15,89,63.57,13.0,"[46.76, 41.88, 41.63, 38.82, 37.61]",48,34.29,-9.36,"[-30.08, -28.51, -21.73, -21.49, -20.81]"
54,SOL-USD,20,1,5,2020-04-10,2024-12-23,124,6.06,24287.52,19873.68,-96.63,208.14,2.15,82,66.13,14.84,"[60.2, 49.32, 49.07, 48.05, 47.4]",42,33.87,-11.1,"[-58.73, -32.56, -20.35, -20.29, -20.17]"
55,SOL-USD,20,1,6,2020-04-10,2024-12-23,117,6.66,23430.22,19873.68,-96.63,208.14,2.15,69,58.97,18.29,"[81.63, 70.59, 69.34, 55.95, 51.76]",48,41.03,-10.06,"[-47.66, -33.64, -27.55, -25.49, -24.03]"
56,SOL-USD,20,1,7,2020-04-10,2024-12-23,105,6.64,11899.63,19873.68,-96.63,208.14,2.15,65,61.9,17.83,"[70.14, 70.07, 59.71, 48.39, 46.92]",40,38.1,-11.54,"[-51.66, -47.69, -33.56, -29.95, -26.37]"
57,SOL-USD,20,1,8,2020-04-10,2024-12-23,99,7.37,13933.16,19873.68,-96.63,208.14,2.15,57,57.58,20.62,"[94.61, 72.11, 64.66, 54.3, 52.08]",42,42.42,-10.62,"[-56.96, -33.73, -31.25, -29.98, -25.48]"
58,SOL-USD,20,1,9,2020-04-10,2024-12-23,93,8.9,24591.69,19873.68,-96.63,208.14,2.15,56,60.22,22.91,"[95.26, 84.69, 74.95, 72.45, 59.78]",37,39.78,-12.31,"[-61.04, -36.44, -27.11, -26.91, -22.94]"
59,SOL-USD,20,1,10,2020-04-10,2024-12-23,89,8.77,17359.7,19873.68,-96.63,208.14,2.15,50,56.18,24.67,"[92.81, 88.62, 75.52, 64.98, 57.14]",38,42.7,-11.93,"[-58.56, -29.32, -26.93, -25.81, -25.17]"
60,SOL-USD,20,1,11,2020-04-10,2024-12-23,82,9.56,14237.54,19873.68,-96.63,208.14,2.15,47,57.32,26.18,"[102.99, 96.56, 67.1, 65.65, 63.97]",35,42.68,-12.75,"[-61.14, -28.86, -27.55, -26.31, -25.0]"
61,SOL-USD,20,1,12,2020-04-10,2024-12-23,81,9.81,16045.86,19873.68,-96.63,208.14,2.15,43,53.09,29.93,"[107.78, 77.55, 71.87, 65.84, 65.59]",38,46.91,-12.95,"[-38.47, -32.46, -29.64, -26.78, -26.14]"
62,SOL-USD,20,1,13,2020-04-10,2024-12-23,78,9.29,6940.33,19873.68,-96.63,208.14,2.15,39,50.0,32.01,"[94.16, 86.23, 79.81, 68.22, 68.12]",39,50.0,-13.43,"[-41.99, -35.79, -33.27, -30.62, -28.47]"
63,SOL-USD,20,1,14,2020-04-10,2024-12-23,76,10.45,10399.22,19873.68,-96.63,208.14,2.15,44,57.89,29.78,"[116.17, 97.6, 94.75, 86.2, 85.12]",32,42.11,-16.12,"[-39.41, -35.53, -33.91, -30.98, -29.32]"
64,SOL-USD,20,1,15,2020-04-10,2024-12-23,70,12.14,9836.23,19873.68,-96.63,208.14,2.15,38,54.29,35.98,"[145.45, 113.6, 110.71, 87.5, 76.71]",32,45.71,-16.16,"[-54.95, -31.81, -31.75, -30.47, -30.12]"
65,SOL-USD,20,1,16,2020-04-10,2024-12-23,67,14.36,17223.22,19873.68,-96.63,208.14,2.15,35,52.24,42.33,"[150.4, 137.48, 131.48, 107.61, 84.54]",32,47.76,-16.24,"[-42.86, -35.69, -34.87, -34.34, -30.54]"
66,SOL-USD,20,1,17,2020-04-10,2024-12-23,63,14.5,12367.88,19873.68,-96.63,208.14,2.15,35,55.56,40.25,"[140.13, 117.65, 106.57, 106.52, 90.15]",28,44.44,-17.68,"[-47.22, -38.63, -33.53, -30.88, -29.56]"
67,SOL-USD,20,1,18,2020-04-10,2024-12-23,62,13.32,6625.82,19873.68,-96.63,208.14,2.15,33,53.23,39.78,"[138.33, 126.71, 109.41, 91.57, 89.75]",29,46.77,-16.78,"[-53.01, -35.27, -33.59, -29.42, -28.69]"
68,SOL-USD,20,1,19,2020-04-10,2024-12-23,60,14.4,8127.33,19873.68,-96.63,208.14,2.15,29,48.33,46.33,"[172.71, 118.54, 110.44, 109.41, 95.72]",30,50.0,-15.99,"[-57.47, -37.11, -32.74, -27.85, -27.34]"
69,SOL-USD,20,1,20,2020-04-10,2024-12-23,59,14.99,9976.69,19873.68,-96.63,208.14,2.15,29,49.15,46.62,"[174.19, 158.81, 95.29, 87.2, 82.61]",30,50.85,-15.59,"[-54.75, -37.13, -35.93, -29.34, -26.51]"
70,SOL-USD,20,1,21,2020-04-10,2024-12-23,55,16.65,14467.22,19873.68,-96.63,208.14,2.15,26,47.27,51.31,"[188.43, 164.32, 91.09, 90.88, 82.47]",29,52.73,-14.42,"[-53.78, -39.66, -32.48, -31.45, -26.23]"
71,SOL-USD,20,1,22,2020-04-10,2024-12-23,55,17.4,11280.35,19873.68,-96.63,208.14,2.15,28,50.91,50.61,"[228.27, 205.82, 83.91, 81.45, 78.46]",27,49.09,-17.05,"[-53.81, -39.69, -39.24, -34.53, -27.07]"
72,SOL-USD,20,1,23,2020-04-10,2024-12-23,54,18.84,19488.67,19873.68,-96.63,208.14,2.15,30,55.56,48.63,"[222.14, 162.24, 118.54, 105.75, 83.33]",24,44.44,-18.39,"[-55.91, -38.76, -35.02, -30.01, -27.75]"
73,SOL-USD,20,1,24,2020-04-10,2024-12-23,52,21.17,30275.97,19873.68,-96.63,208.14,2.15,26,50.0,58.93,"[255.42, 157.87, 114.34, 100.9, 87.29]",26,50.0,-16.58,"[-57.18, -42.7, -32.49, -29.95, -26.72]"
74,SOL-USD,20,1,25,2020-04-10,2024-12-23,50,23.94,80905.64,19873.68,-96.63,208.14,2.15,31,62.0,50.3,"[250.14, 132.66, 114.95, 106.98, 101.92]",19,38.0,-19.05,"[-58.47, -41.7, -37.97, -30.77, -28.54]"
75,SOL-USD,20,1,26,2020-04-10,2024-12-23,49,21.86,32626.55,19873.68,-96.63,208.14,2.15,28,57.14,52.37,"[186.51, 142.64, 134.52, 111.38, 97.16]",21,42.86,-18.81,"[-60.41, -42.37, -40.51, -28.8, -26.92]"
76,SOL-USD,20,1,27,2020-04-10,2024-12-23,47,25.3,56644.75,19873.68,-96.63,208.14,2.15,26,55.32,59.21,"[283.67, 163.62, 141.21, 118.28, 116.49]",21,44.68,-16.69,"[-61.7, -41.35, -36.45, -23.16, -22.8]"
77,SOL-USD,20,1,28,2020-04-10,2024-12-23,46,25.36,71876.02,19873.68,-96.63,208.14,2.15,27,58.7,54.37,"[247.96, 172.5, 119.35, 116.62, 112.33]",19,41.3,-15.86,"[-59.79, -40.93, -40.51, -25.74, -20.08]"
78,SOL-USD,20,1,29,2020-04-10,2024-12-23,45,25.14,79197.06,19873.68,-96.63,208.14,2.15,27,60.0,52.48,"[195.92, 181.62, 137.03, 131.94, 112.94]",17,37.78,-16.8,"[-53.62, -41.83, -24.83, -19.53, -19.41]"
79,SOL-USD,20,1,30,2020-04-10,2024-12-23,44,26.57,74994.76,19873.68,-96.63,208.14,2.15,27,61.36,54.06,"[227.55, 195.72, 173.27, 117.9, 117.28]",17,38.64,-17.08,"[-52.88, -40.14, -25.89, -20.04, -17.84]"
80,SOL-USD,20,1,31,2020-04-10,2024-12-23,43,24.95,29259.45,19873.68,-96.63,208.14,2.15,23,53.49,63.25,"[177.08, 160.8, 160.59, 141.33, 115.18]",19,44.19,-20.1,"[-54.56, -44.45, -36.5, -29.91, -25.25]"
81,SOL-USD,20,1,32,2020-04-10,2024-12-23,42,25.55,20482.95,19873.68,-96.63,208.14,2.15,21,50.0,70.74,"[173.48, 152.69, 147.86, 147.44, 143.62]",21,50.0,-19.63,"[-54.23, -49.35, -26.43, -26.19, -23.82]"
82,SOL-USD,20,1,33,2020-04-10,2024-12-23,40,31.52,58249.46,19873.68,-96.63,208.14,2.15,22,55.0,74.63,"[203.32, 200.26, 184.41, 143.99, 140.54]",18,45.0,-21.17,"[-54.36, -53.96, -28.85, -26.79, -25.89]"
83,SOL-USD,20,1,34,2020-04-10,2024-12-23,39,28.03,22442.88,19873.68,-96.63,208.14,2.15,23,58.97,65.26,"[217.49, 165.48, 158.06, 115.91, 94.02]",16,41.03,-25.48,"[-57.78, -56.69, -42.2, -34.07, -32.37]"
84,SOL-USD,20,1,35,2020-04-10,2024-12-23,39,31.11,31311.58,19873.68,-96.63,208.14,2.15,22,56.41,74.24,"[215.57, 194.77, 181.78, 170.29, 141.84]",17,43.59,-24.7,"[-56.79, -55.5, -32.69, -32.51, -31.03]"
85,SOL-USD,20,1,36,2020-04-10,2024-12-23,38,32.27,31841.53,19873.68,-96.63,208.14,2.15,21,55.26,79.43,"[242.51, 189.81, 182.95, 128.03, 126.28]",17,44.74,-25.98,"[-54.36, -48.35, -41.25, -34.57, -34.54]"
86,SOL-USD,20,1,37,2020-04-10,2024-12-23,37,36.2,49605.47,19873.68,-96.63,208.14,2.15,21,56.76,83.59,"[285.03, 230.92, 200.47, 138.1, 133.75]",16,43.24,-26.01,"[-56.43, -55.08, -40.64, -32.33, -31.48]"
87,SOL-USD,20,1,38,2020-04-10,2024-12-23,37,38.35,51081.33,19873.68,-96.63,208.14,2.15,22,59.46,81.14,"[370.13, 300.0, 184.58, 160.0, 121.65]",15,40.54,-24.4,"[-55.66, -53.96, -40.69, -37.99, -36.33]"
88,SOL-USD,20,1,39,2020-04-10,2024-12-23,35,36.93,28599.81,19873.68,-96.63,208.14,2.15,20,57.14,81.64,"[265.87, 264.71, 254.88, 187.94, 137.16]",15,42.86,-22.69,"[-57.01, -52.36, -38.71, -35.84, -33.94]"
89,SOL-USD,20,1,40,2020-04-10,2024-12-23,35,41.93,26850.01,19873.68,-96.63,208.14,2.15,19,54.29,97.13,"[392.93, 315.25, 291.76, 231.84, 145.41]",16,45.71,-23.62,"[-55.66, -48.72, -40.84, -39.19, -36.55]"
90,SOL-USD,20,1,41,2020-04-10,2024-12-23,33,40.61,18422.78,19873.68,-96.63,208.14,2.15,19,57.58,89.43,"[401.09, 307.51, 241.18, 152.83, 140.37]",14,42.42,-25.66,"[-55.3, -46.95, -39.0, -38.76, -37.06]"
91,SOL-USD,20,1,42,2020-04-10,2024-12-23,33,38.02,15361.5,19873.68,-96.63,208.14,2.15,18,54.55,88.98,"[317.09, 304.63, 277.65, 129.61, 127.64]",15,45.45,-23.14,"[-53.81, -45.9, -35.67, -33.99, -32.35]"
92,SOL-USD,20,1,43,2020-04-10,2024-12-23,33,38.86,14482.51,19873.68,-96.63,208.14,2.15,18,54.55,90.39,"[381.22, 310.19, 245.88, 142.66, 120.8]",15,45.45,-22.98,"[-56.3, -48.9, -36.46, -33.43, -30.23]"
93,SOL-USD,20,1,44,2020-04-10,2024-12-23,32,40.81,15352.86,19873.68,-96.63,208.14,2.15,16,50.0,102.81,"[450.64, 255.29, 201.07, 170.02, 147.08]",16,50.0,-21.18,"[-55.75, -48.8, -42.82, -28.65, -28.24]"
94,SOL-USD,20,1,45,2020-04-10,2024-12-23,32,41.2,18313.28,19873.68,-96.63,208.14,2.15,17,53.12,97.38,"[422.58, 290.59, 191.29, 169.45, 147.04]",15,46.88,-22.47,"[-56.11, -46.05, -36.78, -32.3, -27.79]"
95,SOL-USD,20,1,46,2020-04-10,2024-12-23,31,45.17,30413.43,19873.68,-96.63,208.14,2.15,17,54.84,102.96,"[433.7, 292.94, 189.28, 169.64, 139.77]",14,45.16,-24.99,"[-56.11, -47.68, -38.1, -36.6, -31.74]"
96,SOL-USD,20,1,47,2020-04-10,2024-12-23,30,48.96,25364.87,19873.68,-96.63,208.14,2.15,16,53.33,113.82,"[517.51, 283.53, 205.36, 171.92, 170.42]",14,46.67,-25.18,"[-57.42, -44.07, -40.98, -34.68, -28.89]"
97,SOL-USD,20,1,48,2020-04-10,2024-12-23,30,53.44,34814.77,19873.68,-96.63,208.14,2.15,16,53.33,123.2,"[550.45, 318.82, 197.12, 183.11, 172.99]",14,46.67,-26.28,"[-56.34, -50.88, -38.33, -32.58, -30.87]"
98,SOL-USD,20,1,49,2020-04-10,2024-12-23,28,53.62,22990.64,19873.68,-96.63,208.14,2.15,16,57.14,114.88,"[397.01, 387.44, 335.29, 173.41, 142.2]",12,42.86,-28.07,"[-59.07, -55.3, -48.86, -42.9, -32.39]"
99,SOL-USD,20,1,50,2020-04-10,2024-12-23,28,52.36,13393.76,19873.68,-96.63,208.14,2.15,16,57.14,113.74,"[392.22, 371.84, 368.63, 186.87, 134.0]",12,42.86,-29.49,"[-60.71, -55.46, -54.3, -43.11, -33.0]"
100,SOL-USD,30,1,1,2020-04-10,2024-12-23,227,1.24,584.32,19873.68,-96.63,208.14,2.15,121,53.3,7.06,"[35.86, 32.59, 25.6, 24.65, 19.59]",105,46.26,-5.45,"[-37.2, -32.56, -24.8, -20.12, -13.25]"
101,SOL-USD,30,1,2,2020-04-10,2024-12-23,164,2.43,1613.71,19873.68,-96.63,208.14,2.15,87,53.05,10.43,"[45.91, 43.04, 42.4, 32.02, 28.39]",75,45.73,-6.79,"[-33.08, -30.0, -24.03, -21.45, -19.98]"
